nan nan
134.729458	7.664764
134.738845	7.699966
134.738845	7.62252
134.738845	7.512219
134.70599	7.390184
134.628544	7.357328
134.595688	7.455895
134.607422	7.577931
134.628544	7.610786
134.694255	7.655376
134.729458	7.664764
nan nan
138.240323	9.584475
138.240323	9.57274
138.273179	9.57274
138.282566	9.528151
138.240323	9.507029
138.216855	9.539885
138.240323	9.584475
nan nan
123.368429	10.215773
123.246394	9.98813
123.192416	9.844973
123.180682	9.725285
123.168948	9.605596
123.192416	9.462439
123.237006	9.342751
123.225272	9.136229
123.058647	9.037662
122.903756	9.190206
122.793454	9.354485
122.673766	9.408462
122.539996	9.528151
122.429695	9.704163
122.486019	9.94354
122.563465	9.964662
nan nan
125.687102	10.161796
125.698836	9.997518
125.719958	9.856708
125.687102	9.812118
125.654246	9.94354
nan nan
126.018006	9.997518
126.071983	9.901297
126.107186	9.868442
126.116573	9.790996
126.071983	9.812118
126.006272	9.889563
126.018006	9.997518
nan nan
123.699333	10.020986
123.633621	9.889563
123.544442	9.692429
123.490464	9.518763
123.413019	9.462439
123.368429	9.659573
123.368429	9.856708
nan nan
123.833102	9.844973
123.833102	9.868442
123.88708	9.877829
123.985647	9.955275
nan nan
124.572355	10.020986
124.572355	9.901297
124.5395	9.844973
124.548887	9.737019
124.504297	9.671308
124.393996	9.638452
124.250839	9.593862
124.107682	9.605596
123.976259	9.61733
123.908201	9.683042
123.854224	9.779262
123.833102	9.844973
nan nan
125.42191	9.713551
125.410176	9.746406
125.454765	9.746406
125.499355	9.746406
125.597922	9.737019
125.654246	9.638452
125.719958	9.561006
125.851381	9.495295
125.928826	9.396728
126.02974	9.277039
126.128307	9.265305
126.205753	9.124495
126.316054	8.894505
126.327788	8.795938
126.238608	8.697371
126.161163	8.58707
126.194019	8.554214
126.337175	8.479115
126.34891	8.258513
126.426355	8.181067
126.438089	7.995667
126.447477	7.85251
126.515535	7.721088
126.581246	7.491098
126.581246	7.324472
126.569512	7.14846
126.482679	7.017037
126.370031	6.96306
126.283198	6.819903
126.271464	6.587566
126.271464	6.366964
126.149429	6.477265
126.083717	6.709602
126.071983	6.995916
125.973416	7.139072
125.89597	7.315085
125.818525	7.357328
125.731692	7.270495
125.675368	7.19305
125.576801	7.038159
125.4665	6.852759
125.42191	6.611035
125.543945	6.488999
125.642512	6.301252
125.708224	6.08065
125.698836	5.970349
125.565067	5.76148
125.475887	5.594855
125.344464	5.672301
125.28814	5.892903
125.278753	6.014938
125.123862	5.904637
124.936115	5.871781
124.76949	5.916371
124.572355	6.014938
124.372874	6.12524
124.229718	6.289518
124.13115	6.444409
124.107682	6.632156
124.053705	6.787047
124.009115	7.017037
124.086561	7.106217
124.217983	7.303351
124.217983	7.446508
124.074826	7.62252
123.865958	7.786799
123.699333	7.85251
123.56791	7.840776
123.511586	7.721088
123.424753	7.566196
123.413019	7.467629
123.389551	7.467629
123.290983	7.533341
123.192416	7.533341
123.192416	7.664764
123.082115	7.566196
122.948346	7.446508
122.927224	7.390184
